,Title,Price,MRP,Discount,Reviews
0,"Redmi A4 5G (Starry Black, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",8498.0,10999.0,22.73843076643331,4.3
1,Apple iPhone 13 (128GB) - Midnight,45490.0,59600.0,23.6744966442953,4.5
2,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Ultramarine",77400.0,79900.0,3.128911138923655,4.5
3,"realme 12+ 5G (Navigator Beige, 8GB RAM, 256GB Storage)",16199.0,25999.0,37.6937574522097,3.8
4,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",12620.0,17999.0,29.884993610756155,3.9
5,"OnePlus Nord CE4 Lite 5G (Ultra Orange, 8GB RAM, 128GB Storage)",17999.0,20999.0,14.286394590218581,4.1
6,"Vivo T3 Lite 5G Smartphone (Vibrant Green, 4GB Ram 128GB Storage)",10229.0,14499.0,29.45030691771846,3.6
7,"Vivo T3 Lite 5G Smartphone (Vibrant Green, 6GB Ram 128GB Storage)",11999.0,15499.0,22.58210207110136,3.4
8,"Motorola G45 5G (Brilliant Blue, 8GB RAM, 128GB Storage)",12199.0,14999.0,18.667911194079608,3.8
9,"Lava O3 (Glossy Black, 4 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",6199.0,7199.0,13.890818169190167,3.6
10,"POCO X6 Neo 5G (Horizon Blue, 8GB RAM, 128GB Storage) | Dimensity 6080 Processor | 5000 mAh Battery + 33W Fast Charging | 108MP + 2MP Rear Camera & 16MP Front Camera",15999.0,19999.0,20.001000050002503,3.9
11,"TECNO POP 9 (Glittery White, 3GB+64GB) |India's 1st Mediatek G50 | IP54 Rated | IR Remote | Dual Speaker with DTS | 36 Month Lag Free Fluency | 15W Fast Charging Support | 5000 mAh Battery",6499.0,8499.0,23.532180256500766,4.2
12,"Redmi Note 13 5G (Arctic White, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",15998.0,20999.0,23.815419781894377,3.7
13,"Redmi Note 13 Pro+ (Fusion White, 8GB RAM, 256GB Storage) | World's First Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge",27998.0,33999.0,17.650519132915672,3.9
14,"Redmi A4 5G (Sparkle Purple, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",8498.0,10999.0,22.73843076643331,4.3
15,"TECNO POP 9 5G Aurora Cloud, 4GB+128GB| Segment's 1st 48MP Sony AI Camera| Segment's 1st 5G with NFC | D6300 5G Processor | 4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker |Without Charger",9999.0,11999.0,16.668055671305943,4.0
16,"JioBharat V2 4G Phone with JioCinema, JioSaavn, Pay (UPI), Long Lasting Battery, LED Torch, Digital Camera | Blue | Locked for JioNetwork",699.0,1999.0,65.03251625812906,3.2
17,"realme NARZO 70 Turbo 5G (Turbo Purple,6GB RAM,128GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design",16998.0,19999.0,15.005750287514374,4.2
18,"realme NARZO N61 (Marble Black,6GB RAM+128GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box",8498.0,10999.0,22.73843076643331,4.0
19,"Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal",1199.0,1599.0,25.01563477173233,4.0
20,"Oneplus Nord CE4 (Dark Chrome, 8GB RAM, 256GB Storage)",24999.0,26999.0,7.407681765991334,4.2
21,"realme NARZO N61 (Voyage Blue,4GB RAM+64GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box",7498.0,8999.0,16.6796310701189,4.0
